Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
BMP15,Bone Morphogenetic Protein 15,Protein Coding,O95972,46,GC0XP050910,2.334318161,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP15
IGFL2-AS1,IGFL2 Antisense RNA 1,RNA Gene,,14,GC19M082737,2.334180832,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFL2-AS1
ESYT1,Extended Synaptotagmin 1,Protein Coding,Q9BSJ8,42,GC12P058618,2.33279562,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT1
ITSN1,Intersectin 1,Protein Coding,Q15811,45,GC21P033642,2.332062244,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN1
CST7,Cystatin F,Protein Coding,O76096,42,GC20P024949,2.331717014,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST7
ST8,Suppression Of Tumorigenicity 8 (Ovarian),Genetic Locus,,3,GC06U990118,2.331486225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST8
VANGL2,VANGL Planar Cell Polarity Protein 2,Protein Coding,Q9ULK5,47,GC01P160400,2.331223965,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VANGL2
TFPT,TCF3 Fusion Partner,Protein Coding,P0C1Z6,40,GC19M054107,2.331163168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFPT
KIAA1217,KIAA1217,Protein Coding,Q5T5P2,41,GC10P023695,2.330610752,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA1217
GLYR1,Glyoxylate Reductase 1 Homolog,Protein Coding,Q49A26,41,GC16M013536,2.330352068,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLYR1
MRPS18B,Mitochondrial Ribosomal Protein S18B,Protein Coding,Q9Y676,41,GC06P030617,2.330129385,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS18B
ZNF609,Zinc Finger Protein 609,Protein Coding,O15014,37,GC15P141637,2.3297894,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF609
MIR1287,MicroRNA 1287,RNA Gene,,15,GC10M098395,2.329486609,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1287
UTY,"Ubiquitously Transcribed Tetratricopeptide Repeat Containing, Y-Linked",Protein Coding,O14607,35,GC0YM013231,2.328571796,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTY
TUBGCP3,Tubulin Gamma Complex Component 3,Protein Coding,Q96CW5,43,GC13M112485,2.327956438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBGCP3
GTF2B,General Transcription Factor IIB,Protein Coding,Q00403,45,GC01M088853,2.326494694,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2B
MAST1,Microtubule Associated Serine/Threonine Kinase 1,Protein Coding,Q9Y2H9,45,GC19P088933,2.325721741,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAST1
FAM193A,Family With Sequence Similarity 193 Member A,Protein Coding,P78312,37,GC04P002536,2.324201584,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM193A
CASZ1,Castor Zinc Finger 1,Protein Coding,Q86V15,44,GC01M010645,2.32418251,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASZ1
UBE2O,Ubiquitin Conjugating Enzyme E2 O,Protein Coding,Q9C0C9,45,GC17M076389,2.324030876,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2O
CMAS,Cytidine Monophosphate N-Acetylneuraminic Acid Synthetase,Protein Coding,Q8NFW8,41,GC12P022046,2.323676109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMAS
NAIP,NLR Family Apoptosis Inhibitory Protein,Protein Coding,Q13075,43,GC05M070968,2.323477745,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAIP
MICU1,Mitochondrial Calcium Uptake 1,Protein Coding,Q9BPX6,47,GC10M072367,2.3234272,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICU1
RAB6A,"RAB6A, Member RAS Oncogene Family",Protein Coding,P20340,45,GC11M113828,2.323098183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB6A
MRPS35,Mitochondrial Ribosomal Protein S35,Protein Coding,P82673,41,GC12P027710,2.323071241,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS35
VAPA,VAMP Associated Protein A,Protein Coding,Q9P0L0,46,GC18P009904,2.32261157,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPA
GLMN,"Glomulin, FKBP Associated Protein",Protein Coding,Q92990,43,GC01M092246,2.322601318,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLMN
MIR514A2,MicroRNA 514a-2,RNA Gene,,13,GC0XM147419,2.322256565,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514A2
MIR514A3,MicroRNA 514a-3,RNA Gene,,13,GC0XM147284,2.322256565,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514A3
ARL6IP4,ADP Ribosylation Factor Like GTPase 6 Interacting Protein 4,Protein Coding,Q66PJ3,36,GC12P122980,2.321977377,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL6IP4
NOX5,NADPH Oxidase 5,Protein Coding,Q96PH1,41,GC15P137164,2.321578503,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOX5
LINC00402,Long Intergenic Non-Protein Coding RNA 402,RNA Gene,,16,GC13P074231,2.321498394,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00402
IL22RA1,Interleukin 22 Receptor Subunit Alpha 1,Protein Coding,Q8N6P7,45,GC01M024119,2.321264744,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22RA1
HECTD1,HECT Domain E3 Ubiquitin Protein Ligase 1,Protein Coding,Q9ULT8,42,GC14M031100,2.320745707,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD1
CHERP,Calcium Homeostasis Endoplasmic Reticulum Protein,Protein Coding,Q8IWX8,40,GC19M016517,2.320430756,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHERP
HERC5,HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 5,Protein Coding,Q9UII4,44,GC04P088457,2.320245266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC5
TCF20,Transcription Factor 20,Protein Coding,Q9UGU0,42,GC22M042160,2.320245266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF20
IQSEC1,IQ Motif And Sec7 Domain ArfGEF 1,Protein Coding,Q6DN90,45,GC03M024408,2.319247723,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQSEC1
FAM41C,Family With Sequence Similarity 41 Member C,RNA Gene,,15,GC01M010565,2.317653179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM41C
ATP6V1B2,ATPase H+ Transporting V1 Subunit B2,Protein Coding,P21281,52,GC08P020197,2.317440987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B2
KRT75,Keratin 75,Protein Coding,O95678,40,GC12M052425,2.314702988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT75
PDE4B,Phosphodiesterase 4B,Protein Coding,Q07343,48,GC01P065792,2.314080238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4B
DMXL2,Dmx Like 2,Protein Coding,Q8TDJ6,41,GC15M051447,2.313324213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMXL2
ARHGEF3,Rho Guanine Nucleotide Exchange Factor 3,Protein Coding,Q9NR81,44,GC03M056736,2.313322067,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF3
P3H3,Prolyl 3-Hydroxylase 3,Protein Coding,Q8IVL6,40,GC12P030483,2.313139915,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P3H3
TMED10,Transmembrane P24 Trafficking Protein 10,Protein Coding,P49755,46,GC14M075215,2.312987328,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMED10
CRMP1,Collapsin Response Mediator Protein 1,Protein Coding,Q14194,45,GC04M005750,2.312489033,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRMP1
CNOT7,CCR4-NOT Transcription Complex Subunit 7,Protein Coding,Q9UIV1,42,GC08M017224,2.311216831,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT7
SEC24B,"SEC24 Homolog B, COPII Coat Complex Component",Protein Coding,O95487,44,GC04P109433,2.310712576,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24B
ELOA2,Elongin A2,Protein Coding,Q8IYF1,35,GC18M047174,2.310472012,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOA2
MAN2A1,Mannosidase Alpha Class 2A Member 1,Protein Coding,Q16706,47,GC05P109689,2.309884071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A1
MRPS28,Mitochondrial Ribosomal Protein S28,Protein Coding,Q9Y2Q9,44,GC08M079966,2.309598684,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS28
ELP5,Elongator Acetyltransferase Complex Subunit 5,Protein Coding,Q8TE02,39,GC17P007251,2.309246063,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP5
PRPS2,Phosphoribosyl Pyrophosphate Synthetase 2,Protein Coding,P11908,47,GC0XP012791,2.308819056,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS2
MIR514B,MicroRNA 514b,RNA Gene,,14,GC0XM147250,2.308094978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514B
PWWP2A,PWWP Domain Containing 2A,Protein Coding,Q96N64,39,GC05M160061,2.30798912,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWWP2A
GTF3C2,General Transcription Factor IIIC Subunit 2,Protein Coding,Q8WUA4,40,GC02M027325,2.307576895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C2
HOXC9,Homeobox C9,Protein Coding,P31274,42,GC12P058521,2.305560112,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC9
EHF,ETS Homologous Factor,Protein Coding,Q9NZC4,44,GC11P034621,2.304722071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHF
GRASLND,Glycosaminoglycan Regulatory Associated Long Non-Coding RNA,RNA Gene,,16,GC02M006911,2.303740025,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRASLND
CYP21A1P,"Cytochrome P450 Family 21 Subfamily A Member 1, Pseudogene",Pseudogene,,16,GC06P032005,2.303350925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A1P
RPGRIP1L,RPGRIP1 Like,Protein Coding,Q68CZ1,45,GC16M053638,2.301878452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPGRIP1L
H3C14,H3 Clustered Histone 14,Protein Coding,Q71DI3,38,GC01M157479,2.300400496,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C14
MYCBP,MYC Binding Protein,Protein Coding,Q99417,42,GC01M038862,2.298316956,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCBP
IFNK,Interferon Kappa,Protein Coding,Q9P0W0,40,GC09P027514,2.297905445,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNK
RMDN2,Regulator Of Microtubule Dynamics 2,Protein Coding,Q96LZ7,39,GC02P037923,2.297405243,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMDN2
MYH7,Myosin Heavy Chain 7,Protein Coding,P12883,51,GC14M023412,2.297300816,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7
WNK4,WNK Lysine Deficient Protein Kinase 4,Protein Coding,Q96J92,48,GC17P042780,2.297123909,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK4
MIR4497,MicroRNA 4497,RNA Gene,,14,GC12P109833,2.295951605,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4497
SLFN5,Schlafen Family Member 5,Protein Coding,Q08AF3,36,GC17P035243,2.295264006,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLFN5
SLC10A2,Solute Carrier Family 10 Member 2,Protein Coding,Q12908,46,GC13M103043,2.292422295,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A2
ATP6AP1,ATPase H+ Transporting Accessory Protein 1,Protein Coding,Q15904,48,GC0XP154428,2.291467428,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP1
TRAK2,Trafficking Kinesin Protein 2,Protein Coding,O60296,45,GC02M201377,2.291204214,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAK2
BRSK1,BR Serine/Threonine Kinase 1,Protein Coding,Q8TDC3,46,GC19P090200,2.290450335,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRSK1
CUL7,Cullin 7,Protein Coding,Q14999,45,GC06M043037,2.289177418,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL7
SLC17A9,Solute Carrier Family 17 Member 9,Protein Coding,Q9BYT1,41,GC20P062952,2.289050341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A9
MIR516A2,MicroRNA 516a-2,RNA Gene,,16,GC19P053761,2.287497044,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR516A2
CPS1,Carbamoyl-Phosphate Synthase 1,Protein Coding,P31327,53,GC02P210477,2.286253214,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPS1
PNPLA2,Patatin Like Phospholipase Domain Containing 2,Protein Coding,Q96AD5,48,GC11P004473,2.286226273,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA2
CPSF2,Cleavage And Polyadenylation Specific Factor 2,Protein Coding,Q9P2I0,42,GC14P092121,2.285214901,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF2
SNRPB,Small Nuclear Ribonucleoprotein Polypeptides B And B1,Protein Coding,P14678,47,GC20M002461,2.284032822,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB
CLCA1,Chloride Channel Accessory 1,Protein Coding,A8K7I4,44,GC01P086468,2.283993244,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA1
CLDN12,Claudin 12,Protein Coding,P56749,41,GC07P090383,2.283851862,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN12
DDOST,Dolichyl-Diphosphooligosaccharide--Protein Glycosyltransferase Non-Catalytic Subunit,Protein Coding,P39656,50,GC01M020651,2.2835536,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDOST
NCAPG2,Non-SMC Condensin II Complex Subunit G2,Protein Coding,Q86XI2,42,GC07M158631,2.283035755,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPG2
MIR3120,MicroRNA 3120,RNA Gene,,16,GC01P172138,2.282164574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3120
DFFB,DNA Fragmentation Factor Subunit Beta,Protein Coding,O76075,47,GC01P003857,2.281369686,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DFFB
MIR1306,MicroRNA 1306,RNA Gene,,17,GC22P020086,2.278917789,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1306
ST3GAL6,"ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 6",Protein Coding,Q9Y274,45,GC03P098732,2.278114796,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL6
NIPSNAP1,Nipsnap Homolog 1,Protein Coding,Q9BPW8,42,GC22M029554,2.277938366,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP1
B3GALT4,"Beta-1,3-Galactosyltransferase 4",Protein Coding,O96024,45,GC06P033277,2.277868748,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GALT4
SLC20A1,Solute Carrier Family 20 Member 1,Protein Coding,Q8WUM9,48,GC02P127085,2.277447701,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1
EEF1B2,Eukaryotic Translation Elongation Factor 1 Beta 2,Protein Coding,P24534,46,GC02P206159,2.275693178,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1B2
SSR1,Signal Sequence Receptor Subunit 1,Protein Coding,P43307,45,GC06M007268,2.275561094,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSR1
SIX5,SIX Homeobox 5,Protein Coding,Q8N196,44,GC19M045764,2.275310993,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX5
CNTN2,Contactin 2,Protein Coding,Q02246,50,GC01P205043,2.274995327,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN2
FCER1G,Fc Epsilon Receptor Ig,Protein Coding,P30273,46,GC01P161215,2.272293568,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER1G
KIF1A,Kinesin Family Member 1A,Protein Coding,Q12756,47,GC02M240713,2.27128315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF1A
CAB39,Calcium Binding Protein 39,Protein Coding,Q9Y376,44,GC02P230712,2.271145344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAB39
ADK,Adenosine Kinase,Protein Coding,P55263,54,GC10P074436,2.271143436,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADK
VCPIP1,Valosin Containing Protein Interacting Protein 1,Protein Coding,Q96JH7,42,GC08M066628,2.270741224,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCPIP1
MRPL37,Mitochondrial Ribosomal Protein L37,Protein Coding,Q9BZE1,41,GC01P054185,2.270741224,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL37
TRIM11,Tripartite Motif Containing 11,Protein Coding,Q96F44,42,GC01M228393,2.269840479,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM11
GRM5,Glutamate Metabotropic Receptor 5,Protein Coding,P41594,51,GC11M088504,2.26914978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM5
FYTTD1,Forty-Two-Three Domain Containing 1,Protein Coding,Q96QD9,40,GC03P197737,2.268818855,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYTTD1
MIR323B,MicroRNA 323b,RNA Gene,,17,GC14P113588,2.268762112,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR323B
NEDD1,NEDD1 Gamma-Tubulin Ring Complex Targeting Factor,Protein Coding,Q8NHV4,41,GC12P096907,2.26838541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD1
MIR550A3,MicroRNA 550a-3,RNA Gene,,15,GC07M031063,2.268384457,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR550A3
ADCK2,AarF Domain Containing Kinase 2,Protein Coding,Q7Z695,38,GC07P140672,2.267302036,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCK2
PKNOX1,PBX/Knotted 1 Homeobox 1,Protein Coding,P55347,43,GC21P042974,2.267094135,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKNOX1
ENSG00000239945,Novel Transcript,RNA Gene,,7,GC01M010419,2.266957045,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000239945
LHFPL3-AS1,LHFPL3 Antisense RNA 1,RNA Gene,,14,GC07M104738,2.265918255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHFPL3-AS1
GUCY2F,"Guanylate Cyclase 2F, Retinal",Protein Coding,P51841,42,GC0XM109372,2.264566183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY2F
PCMT1,Protein-L-Isoaspartate (D-Aspartate) O-Methyltransferase,Protein Coding,P22061,44,GC06P149749,2.264313698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCMT1
GBX2,Gastrulation Brain Homeobox 2,Protein Coding,P52951,44,GC02M236165,2.264270544,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBX2
ELP2,Elongator Acetyltransferase Complex Subunit 2,Protein Coding,Q6IA86,42,GC18P036129,2.263934374,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP2
IFNL3,Interferon Lambda 3,Protein Coding,Q8IZI9,40,GC19M039243,2.263342619,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL3
ZFPM1,"Zinc Finger Protein, FOG Family Member 1",Protein Coding,Q8IX07,41,GC16P088451,2.263216019,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM1
VDAC3,Voltage Dependent Anion Channel 3,Protein Coding,Q9Y277,48,GC08P042392,2.262405396,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC3
RAB9A,"RAB9A, Member RAS Oncogene Family",Protein Coding,P51151,43,GC0XP013707,2.262358427,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB9A
GORASP1,Golgi Reassembly Stacking Protein 1,Protein Coding,Q9BQQ3,45,GC03M039096,2.261948347,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GORASP1
CLK1,CDC Like Kinase 1,Protein Coding,P49759,46,GC02M200853,2.260484695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLK1
EP400,E1A Binding Protein P400,Protein Coding,Q96L91,39,GC12P131949,2.259487391,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP400
ADAMTS12,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 12,Protein Coding,P58397,45,GC05M033524,2.258817673,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS12
EFHD1,EF-Hand Domain Family Member D1,Protein Coding,Q9BUP0,40,GC02P232606,2.258480072,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFHD1
MRPS5,Mitochondrial Ribosomal Protein S5,Protein Coding,P82675,40,GC02M099880,2.258373737,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS5
MYBPC3,Myosin Binding Protein C3,Protein Coding,Q14896,51,GC11M113170,2.257298946,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPC3
SLC22A1,Solute Carrier Family 22 Member 1,Protein Coding,O15245,47,GC06P160121,2.257041454,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A1
G6PC3,Glucose-6-Phosphatase Catalytic Subunit 3,Protein Coding,Q9BUM1,45,GC17P044070,2.256542683,https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC3
ST7L,Suppression Of Tumorigenicity 7 Like,Protein Coding,Q8TDW4,37,GC01M112523,2.256508589,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST7L
KIRREL1,Kirre Like Nephrin Family Adhesion Molecule 1,Protein Coding,Q96J84,44,GC01P158002,2.256280899,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIRREL1
MIR941-2,MicroRNA 941-2,RNA Gene,,15,GC20P065733,2.256250858,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-2
MIR941-4,MicroRNA 941-4,RNA Gene,,15,GC20P065731,2.256250858,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-4
MIR941-3,MicroRNA 941-3,RNA Gene,,12,GC20P065734,2.256250858,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-3
TCN1,Transcobalamin 1,Protein Coding,P20061,46,GC11M113293,2.256102085,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN1
CENPO,Centromere Protein O,Protein Coding,Q9BU64,40,GC02P024793,2.255494118,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPO
CSH2,Chorionic Somatomammotropin Hormone 2,Protein Coding,P0DML3,36,GC17M063872,2.254969358,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSH2
FAU,FAU Ubiquitin Like And Ribosomal Protein S30 Fusion,Protein Coding,P62861,42,GC11M065120,2.254929781,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAU
SYVN1,Synoviolin 1,Protein Coding,Q86TM6,44,GC11M113512,2.254753113,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYVN1
TMEM119,Transmembrane Protein 119,Protein Coding,Q4V9L6,39,GC12M108589,2.252333879,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM119
PHF5A,PHD Finger Protein 5A,Protein Coding,Q7RTV0,41,GC22M041459,2.251942873,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF5A
LILRB2,Leukocyte Immunoglobulin Like Receptor B2,Protein Coding,Q8N423,44,GC19M083104,2.250795126,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB2
TJP3,Tight Junction Protein 3,Protein Coding,O95049,43,GC19P003708,2.249762535,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP3
DHPS,Deoxyhypusine Synthase,Protein Coding,P49366,47,GC19M015806,2.249668121,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHPS
GLIS3,GLIS Family Zinc Finger 3,Protein Coding,Q8NEA6,42,GC09M003816,2.249310017,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIS3
ATG4C,Autophagy Related 4C Cysteine Peptidase,Protein Coding,Q96DT6,45,GC01P062784,2.247823954,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG4C
SEMA3E,Semaphorin 3E,Protein Coding,O15041,47,GC07M083363,2.246859789,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3E
NUP153,Nucleoporin 153,Protein Coding,P49790,46,GC06M017615,2.244693518,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP153
MANBAL,Mannosidase Beta Like,Protein Coding,Q9NQG1,36,GC20P037289,2.244637012,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANBAL
DCAF4,DDB1 And CUL4 Associated Factor 4,Protein Coding,Q8WV16,38,GC14P072926,2.243688583,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF4
GMPS,Guanine Monophosphate Synthase,Protein Coding,P49915,49,GC03P155870,2.243446112,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPS
HCLS1,Hematopoietic Cell-Specific Lyn Substrate 1,Protein Coding,P14317,47,GC03M121631,2.242758274,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCLS1
DHX30,DExH-Box Helicase 30,Protein Coding,Q7L2E3,46,GC03P047802,2.242630005,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX30
IRAK3,Interleukin 1 Receptor Associated Kinase 3,Protein Coding,Q9Y616,51,GC12P066400,2.242518425,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK3
MIR1205,MicroRNA 1205,RNA Gene,,13,GC08P127960,2.242237568,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1205
HLA-DQB2,"Major Histocompatibility Complex, Class II, DQ Beta 2",Protein Coding,P05538,41,GC06M032756,2.242189407,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB2
ANK1,Ankyrin 1,Protein Coding,P16157,48,GC08M041653,2.240762711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANK1
DUX4L1,Double Homeobox 4 Like 1 (Pseudogene),Pseudogene,,14,GC04P190084,2.239919662,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUX4L1
MIR4654,MicroRNA 4654,RNA Gene,,14,GC01P162157,2.239402771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4654
CCR5AS,CCR5 Antisense RNA,RNA Gene,,15,GC03M046365,2.238886833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5AS
MIR3200,MicroRNA 3200,RNA Gene,,16,GC22P030731,2.238826036,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3200
TMX3,Thioredoxin Related Transmembrane Protein 3,Protein Coding,Q96JJ7,44,GC18M068673,2.238495827,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX3
SNX8,Sorting Nexin 8,Protein Coding,Q9Y5X2,39,GC07M002251,2.237468719,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX8
EFR3A,EFR3 Homolog A,Protein Coding,Q14156,39,GC08P131904,2.234958172,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFR3A
